customer_id,segment,plan_tier,price,signup_date,auto_renew,initial_discount,age_group,region,favorite_team,years_following_team,team_loyalty_score
CUST_000045,super_fan,vip,128.84,2021-02-20,True,0.0,35-44,southwest,CHI,27,0.81
CUST_000046,avid,family,46.38,2024-08-22,True,0.1,18-24,southeast,CHA,16,0.56
CUST_000047,casual,premium,25.46,2023-02-03,False,0.1,18-24,southwest,HOU,9,0.24
CUST_000048,regular,premium,34.52,2023-01-29,True,0.1,18-24,southwest,DAL,7,0.49
CUST_000049,avid,premium,56.0,2021-04-21,True,0.0,18-24,northeast,NYK,21,0.64
CUST_000050,casual,premium,45.55,2022-11-03,True,0.0,35-44,northeast,BRK,4,0.16
CUST_000051,casual,basic,21.31,2021-09-06,True,0.1,35-44,southeast,CHA,5,0.28
CUST_000052,casual,basic,27.63,2022-10-01,False,0.0,25-34,northeast,BOS,9,0.38
CUST_000053,casual,basic,21.54,2024-07-21,True,0.1,18-24,northeast,BRK,23,0.16
CUST_000054,casual,basic,37.02,2022-06-21,False,0.1,25-34,northeast,BRK,17,0.16
CUST_000055,casual,basic,32.62,2022-11-23,True,0.1,35-44,midwest,BOS,13,0.38
CUST_000056,super_fan,vip,97.61,2021-12-16,True,0.1,35-44,southeast,ORL,8,0.57
CUST_000057,super_fan,vip,81.08,2023-08-05,True,0.0,18-24,southeast,CLE,4,0.85
CUST_000058,regular,premium,43.43,2022-07-13,True,0.2,45-54,southeast,NYK,8,0.56
CUST_000059,casual,basic,46.98,2021-01-13,False,0.0,35-44,southeast,WAS,3,0.16
CUST_000060,casual,basic,23.51,2021-11-14,False,0.0,18-24,midwest,DET,5,0.3
CUST_000061,avid,premium,33.27,2021-01-05,True,0.1,18-24,southwest,TOR,2,0.64
CUST_000062,casual,premium,41.22,2023-11-13,True,0.1,35-44,midwest,MIN,2,0.3
CUST_000063,casual,basic,26.04,2025-01-11,True,0.2,25-34,midwest,DET,1,0.3
CUST_000064,avid,family,71.52,2022-08-21,True,0.0,35-44,west,SAS,5,0.76
CUST_000065,casual,basic,34.77,2021-05-10,True,0.1,35-44,midwest,MIL,10,0.38
CUST_000066,avid,family,70.4,2021-05-21,True,0.0,35-44,southwest,GSW,15,0.52
CUST_000067,casual,premium,27.21,2023-10-11,True,0.0,55-64,southwest,HOU,3,0.24
CUST_000068,super_fan,premium,119.02,2022-07-21,True,0.0,18-24,southeast,ORL,20,0.57
CUST_000069,avid,family,94.17,2024-05-18,True,0.3,35-44,northeast,NYK,4,0.64
CUST_000070,casual,basic,32.96,2021-06-26,False,0.0,55-64,southeast,ORL,4,0.24
CUST_000071,super_fan,premium,155.09,2023-09-17,True,0.0,35-44,midwest,LAL,4,0.76
CUST_000072,casual,basic,30.07,2024-10-26,True,0.1,25-34,northeast,PHI,1,0.34
CUST_000073,casual,premium,39.83,2021-03-28,False,0.2,25-34,west,GSW,2,0.26
CUST_000074,regular,premium,56.65,2024-06-06,True,0.1,35-44,southeast,WAS,6,0.28
CUST_000075,avid,premium,66.94,2023-04-03,True,0.0,55-64,southwest,SAS,6,0.76
CUST_000076,casual,premium,27.9,2022-12-10,True,0.0,18-24,northeast,PHI,20,0.34
CUST_000077,regular,premium,110.59,2024-10-19,True,0.2,35-44,midwest,IND,1,0.59
CUST_000078,avid,family,78.01,2024-10-14,True,0.1,45-54,southeast,ATL,3,0.48
CUST_000079,regular,premium,55.34,2023-11-07,True,0.0,45-54,southwest,HOU,6,0.42
CUST_000080,casual,basic,17.02,2023-04-01,True,0.3,18-24,southeast,MIA,1,0.2
CUST_000081,casual,premium,21.6,2024-08-12,True,0.3,25-34,southwest,NOP,2,0.28
CUST_000082,regular,premium,51.47,2025-01-30,True,0.0,55-64,southeast,LAL,38,0.56
CUST_000083,avid,family,48.71,2021-05-11,True,0.0,18-24,northeast,BOS,7,0.76
CUST_000084,casual,premium,15.07,2021-01-12,True,0.2,18-24,southeast,MIL,14,0.38
CUST_000085,regular,vip,84.48,2021-02-16,True,0.1,45-54,southeast,MIA,2,0.35
CUST_000086,casual,premium,38.2,2023-09-17,True,0.0,45-54,northeast,BRK,39,0.16
CUST_000087,regular,basic,69.98,2023-07-25,True,0.0,45-54,southeast,WAS,20,0.28
CUST_000088,regular,premium,34.09,2024-04-08,False,0.0,45-54,midwest,IND,10,0.59
CUST_000089,casual,premium,30.41,2021-09-02,True,0.1,55-64,northeast,BOS,4,0.38
CUST_000090,casual,basic,34.23,2021-11-20,False,0.1,35-44,southwest,SAS,1,0.38
CUST_000091,super_fan,premium,162.12,2021-03-02,True,0.0,18-24,northeast,PHI,14,0.81
CUST_000092,avid,family,29.32,2021-08-14,True,0.0,18-24,southeast,BOS,9,0.76
CUST_000093,avid,family,110.17,2025-05-16,True,0.1,45-54,midwest,CHI,9,0.68
CUST_000094,regular,premium,48.8,2025-06-29,True,0.0,35-44,southwest,NOP,8,0.49
CUST_000095,casual,basic,22.1,2023-09-11,True,0.0,55-64,northeast,BOS,6,0.38
CUST_000096,super_fan,vip,130.07,2022-11-29,True,0.0,18-24,west,CHI,9,0.81
CUST_000097,avid,family,91.54,2021-12-29,True,0.3,45-54,midwest,BOS,10,0.76
CUST_000098,avid,premium,64.35,2021-03-23,True,0.2,65+,midwest,BOS,4,0.76
CUST_000099,casual,basic,30.96,2022-11-06,True,0.0,25-34,midwest,BOS,8,0.38
CUST_000100,casual,basic,27.75,2023-11-07,False,0.1,25-34,southwest,MIA,6,0.2
CUST_000101,casual,premium,16.02,2022-01-16,True,0.0,18-24,west,IND,5,0.34
CUST_000102,casual,basic,20.18,2021-02-08,True,0.2,18-24,northeast,PHI,17,0.34
CUST_000103,avid,family,49.79,2025-06-16,True,0.3,45-54,southeast,MIA,6,0.4
CUST_000104,casual,basic,31.99,2024-07-18,True,0.1,45-54,southwest,DAL,22,0.28
CUST_000105,casual,premium,23.12,2023-08-18,True,0.3,18-24,northeast,NYK,24,0.32
CUST_000106,regular,premium,93.42,2022-01-30,False,0.0,25-34,northeast,BOS,22,0.66
CUST_000107,regular,vip,99.83,2024-11-16,True,0.1,25-34,west,POR,6,0.66
CUST_000108,casual,basic,29.06,2022-08-12,True,0.0,25-34,southwest,LAL,8,0.32
CUST_000109,regular,basic,81.25,2022-09-27,True,0.3,45-54,southwest,NOP,8,0.49
CUST_000110,avid,premium,97.3,2021-07-27,True,0.2,45-54,southwest,MEM,4,0.68
CUST_000111,regular,premium,54.41,2024-08-17,True,0.0,35-44,southwest,NOP,24,0.49
CUST_000112,regular,premium,62.85,2023-05-23,True,0.0,18-24,northeast,BRK,7,0.28
CUST_000113,casual,premium,40.3,2022-02-08,True,0.1,35-44,southeast,CHI,8,0.34
CUST_000114,regular,vip,126.06,2021-10-22,True,0.1,35-44,northeast,PHI,23,0.59
CUST_000115,casual,premium,27.89,2023-07-29,True,0.1,35-44,midwest,MIA,4,0.2
CUST_000116,casual,basic,27.41,2023-06-10,True,0.0,35-44,midwest,IND,7,0.34
CUST_000117,casual,premium,35.76,2022-08-15,True,0.0,35-44,midwest,DET,6,0.3
CUST_000118,regular,premium,66.83,2024-05-12,True,0.2,45-54,northeast,BOS,19,0.66
CUST_000119,regular,vip,30.84,2024-08-09,True,0.0,55-64,southeast,CHA,7,0.49
CUST_000120,casual,basic,51.69,2021-05-06,False,0.1,35-44,northeast,BOS,3,0.38
CUST_000121,regular,basic,47.45,2021-11-04,True,0.0,35-44,midwest,IND,10,0.59
CUST_000122,avid,basic,56.65,2025-04-11,True,0.1,25-34,midwest,GSW,4,0.52
CUST_000123,super_fan,vip,196.52,2025-06-14,True,0.0,45-54,midwest,MIN,1,0.71
CUST_000124,super_fan,vip,181.86,2022-05-09,True,0.0,45-54,northeast,BRK,15,0.38
CUST_000125,avid,family,55.05,2025-08-06,True,0.1,25-34,west,POR,1,0.76
CUST_000126,regular,premium,78.85,2023-04-22,True,0.1,35-44,southeast,MIA,17,0.35
CUST_000127,super_fan,vip,238.67,2024-08-16,True,0.0,45-54,west,CHI,23,0.81
CUST_000128,regular,premium,51.48,2021-11-20,True,0.0,45-54,southeast,LAL,10,0.56
CUST_000129,regular,premium,43.81,2024-12-14,True,0.0,25-34,southeast,ORL,3,0.42
CUST_000130,avid,premium,42.5,2024-11-09,True,0.1,25-34,southeast,MIA,8,0.4
CUST_000131,casual,basic,40.83,2022-01-13,True,0.3,35-44,midwest,CLE,10,0.36
CUST_000132,casual,basic,46.44,2023-09-20,True,0.0,45-54,west,DEN,22,0.32
CUST_000133,avid,family,98.03,2024-03-29,True,0.0,35-44,midwest,MIL,5,0.76
CUST_000134,casual,premium,43.27,2023-09-26,True,0.2,35-44,midwest,MIL,9,0.38
CUST_000135,casual,premium,22.79,2022-10-10,True,0.0,55-64,southwest,SAS,3,0.38
CUST_000136,regular,premium,25.58,2021-02-27,True,0.1,18-24,midwest,CLE,13,0.63
CUST_000137,regular,basic,31.83,2022-11-01,True,0.2,18-24,midwest,LAL,28,0.56
CUST_000138,regular,vip,43.94,2024-06-25,True,0.2,45-54,west,LAL,34,0.56
CUST_000139,avid,premium,35.7,2023-01-19,True,0.0,18-24,southwest,LAL,11,0.64
CUST_000140,regular,vip,35.74,2022-02-10,True,0.3,25-34,southeast,ORL,6,0.42
CUST_000141,casual,basic,22.51,2025-03-30,True,0.0,45-54,southeast,CLE,11,0.36
CUST_000142,regular,premium,76.39,2024-08-05,True,0.0,25-34,west,DEN,20,0.56
CUST_000143,regular,premium,72.44,2024-01-08,False,0.1,25-34,northeast,PHI,12,0.59
CUST_000144,regular,vip,30.02,2021-02-12,True,0.1,25-34,midwest,IND,7,0.59
CUST_000145,super_fan,premium,118.7,2025-02-26,True,0.0,18-24,midwest,BOS,22,0.9
CUST_000146,regular,basic,50.85,2022-02-26,True,0.0,65+,southwest,NOP,7,0.49
CUST_000147,casual,basic,29.17,2022-02-09,True,0.0,35-44,southwest,WAS,16,0.16
CUST_000148,casual,basic,25.62,2021-06-22,True,0.0,35-44,southeast,CHA,14,0.28
CUST_000149,casual,basic,18.91,2024-12-30,False,0.0,18-24,northeast,GSW,2,0.26
CUST_000150,casual,basic,22.27,2021-08-20,True,0.1,18-24,midwest,MIA,14,0.2
CUST_000151,regular,premium,41.31,2023-04-25,True,0.1,18-24,midwest,IND,10,0.59
CUST_000152,avid,premium,41.85,2025-08-02,False,0.3,18-24,northeast,PHI,4,0.68
CUST_000153,regular,basic,114.49,2024-05-31,True,0.0,45-54,northeast,BRK,18,0.28
CUST_000154,regular,premium,32.45,2021-07-09,True,0.0,18-24,southeast,ATL,7,0.42
CUST_000155,regular,basic,46.1,2023-07-25,True,0.0,55-64,midwest,CLE,3,0.63
CUST_000156,regular,basic,50.22,2022-11-17,True,0.3,25-34,northeast,PHI,2,0.59
CUST_000157,casual,premium,44.35,2022-10-09,True,0.0,35-44,midwest,MIN,18,0.3
CUST_000158,avid,family,91.07,2025-06-19,True,0.0,25-34,midwest,CHI,3,0.68
CUST_000159,avid,family,120.27,2024-02-26,True,0.0,35-44,northeast,NYK,1,0.64
CUST_000160,avid,premium,126.76,2025-02-23,True,0.1,45-54,west,LAC,11,0.28
CUST_000161,casual,premium,28.57,2024-12-12,False,0.1,35-44,midwest,IND,18,0.34
CUST_000162,avid,family,111.03,2023-10-11,True,0.0,35-44,midwest,MIL,24,0.76
CUST_000163,regular,premium,80.74,2021-12-02,True,0.1,25-34,southwest,NOP,4,0.49
CUST_000164,regular,premium,43.28,2022-02-10,True,0.1,35-44,midwest,DET,8,0.52
CUST_000165,casual,basic,34.76,2023-08-29,False,0.0,45-54,southeast,ATL,19,0.24
CUST_000166,regular,vip,79.54,2021-05-17,False,0.0,35-44,northeast,BRK,10,0.28
CUST_000167,avid,premium,123.05,2024-12-20,True,0.0,35-44,midwest,DET,8,0.6
CUST_000168,regular,basic,82.89,2023-10-07,True,0.2,35-44,southeast,SAC,5,0.59
CUST_000169,super_fan,premium,173.95,2021-06-12,True,0.0,35-44,northeast,NYK,6,0.76
CUST_000170,casual,basic,25.86,2022-08-19,True,0.1,35-44,southwest,DAL,2,0.28
CUST_000171,casual,basic,30.86,2023-06-15,True,0.0,25-34,southwest,SAS,3,0.38
CUST_000172,casual,premium,42.39,2022-03-21,True,0.0,45-54,northeast,BRK,4,0.16
CUST_000173,regular,premium,94.4,2025-06-22,True,0.0,35-44,northeast,DET,4,0.52
CUST_000174,casual,premium,29.29,2025-08-30,True,0.0,55-64,southwest,HOU,20,0.24
CUST_000175,casual,basic,35.3,2023-06-03,True,0.0,45-54,southeast,ORL,8,0.24
CUST_000176,avid,family,62.27,2021-03-07,True,0.0,55-64,southeast,CHA,8,0.56
CUST_000177,casual,basic,27.04,2021-09-25,True,0.0,45-54,southwest,MEM,15,0.34
CUST_000178,regular,basic,98.66,2024-07-15,True,0.1,35-44,southwest,HOU,14,0.42
CUST_000179,regular,premium,58.69,2021-09-17,True,0.3,35-44,northeast,PHI,6,0.59
CUST_000180,casual,basic,32.4,2024-07-07,False,0.3,45-54,southeast,CHI,3,0.34
CUST_000181,casual,premium,16.74,2021-09-22,False,0.1,18-24,southwest,SAS,10,0.38
CUST_000182,casual,basic,51.79,2022-08-11,True,0.0,35-44,southwest,SAS,15,0.38
CUST_000183,casual,basic,14.94,2023-06-15,True,0.2,18-24,southeast,CHA,12,0.28
CUST_000184,super_fan,vip,108.96,2023-12-07,True,0.1,35-44,northeast,NYK,12,0.76
CUST_000185,regular,basic,52.26,2024-08-18,True,0.3,45-54,midwest,MIL,5,0.66
CUST_000186,avid,family,57.35,2025-06-15,True,0.0,18-24,west,POR,5,0.76
CUST_000187,regular,vip,50.7,2021-03-24,False,0.2,45-54,midwest,MIN,2,0.52
CUST_000188,avid,family,39.26,2023-08-01,True,0.0,65+,midwest,IND,1,0.68
CUST_000189,casual,premium,42.3,2025-07-19,True,0.2,25-34,southwest,MEM,12,0.34
CUST_000190,casual,basic,40.63,2025-02-01,True,0.0,25-34,southwest,MEM,10,0.34
CUST_000191,casual,basic,31.78,2024-12-18,True,0.0,55-64,midwest,ATL,18,0.24
CUST_000192,regular,premium,63.8,2021-06-28,True,0.1,55-64,southeast,MIA,6,0.35
CUST_000193,regular,basic,21.59,2021-09-19,True,0.0,65+,midwest,LAL,3,0.56
CUST_000194,super_fan,vip,151.68,2022-10-15,True,0.1,25-34,midwest,DET,5,0.71
CUST_000195,regular,premium,31.7,2022-07-07,True,0.1,25-34,southeast,ATL,14,0.42
CUST_000196,regular,basic,27.12,2021-01-01,True,0.1,18-24,midwest,DET,10,0.52
CUST_000197,regular,premium,36.37,2023-10-02,True,0.0,25-34,southwest,POR,14,0.66
CUST_000198,casual,basic,33.43,2024-01-13,False,0.0,45-54,southwest,SAS,18,0.38
CUST_000199,regular,premium,137.8,2024-11-01,True,0.0,35-44,west,POR,4,0.66
CUST_000200,avid,premium,82.09,2024-08-27,True,0.0,35-44,southwest,DET,9,0.6
CUST_000201,avid,premium,55.6,2021-03-14,True,0.2,45-54,southwest,HOU,3,0.48
CUST_000202,avid,family,90.51,2024-02-16,True,0.1,45-54,west,BOS,3,0.76
CUST_000203,casual,basic,22.35,2024-12-13,True,0.0,55-64,southeast,WAS,5,0.16
CUST_000204,casual,basic,34.05,2023-11-21,False,0.0,45-54,midwest,IND,5,0.34
CUST_000205,super_fan,vip,166.12,2021-09-19,True,0.0,25-34,northeast,PHI,8,0.81
CUST_000206,super_fan,vip,181.34,2021-07-20,False,0.0,18-24,west,SAC,7,0.81
CUST_000207,casual,basic,35.89,2021-12-09,True,0.0,35-44,northeast,NYK,11,0.32
CUST_000208,casual,premium,16.31,2024-11-09,True,0.0,18-24,southeast,ORL,30,0.24
CUST_000209,regular,premium,50.0,2023-09-26,True,0.0,65+,west,DEN,3,0.56
CUST_000210,regular,premium,41.96,2022-01-30,True,0.0,25-34,west,LAC,6,0.24
CUST_000211,super_fan,vip,156.66,2024-06-05,True,0.0,55-64,midwest,IND,28,0.81
CUST_000212,casual,premium,36.18,2022-08-27,False,0.2,35-44,midwest,DET,12,0.3
CUST_000213,casual,basic,19.92,2023-04-17,True,0.1,55-64,southeast,NOP,8,0.28
CUST_000214,casual,basic,41.83,2024-05-12,False,0.0,35-44,midwest,GSW,16,0.26
CUST_000215,casual,premium,44.59,2021-09-14,False,0.1,45-54,southwest,CHI,12,0.34
CUST_000216,regular,premium,19.25,2021-07-07,True,0.1,18-24,southeast,MIA,11,0.35
CUST_000217,avid,premium,59.72,2022-05-23,True,0.0,25-34,midwest,CLE,14,0.72
CUST_000218,casual,basic,40.05,2022-03-13,True,0.0,25-34,northeast,BRK,22,0.16
CUST_000219,avid,family,51.81,2022-02-16,True,0.0,55-64,midwest,MIA,5,0.4
CUST_000220,regular,basic,51.39,2024-01-04,True,0.0,18-24,west,GSW,13,0.45
CUST_000221,avid,family,76.22,2025-08-02,True,0.0,35-44,midwest,IND,15,0.68
CUST_000222,avid,family,79.56,2022-04-16,True,0.0,35-44,west,MIA,21,0.4
CUST_000223,casual,basic,44.04,2022-06-17,True,0.1,45-54,midwest,MIL,8,0.38
CUST_000224,avid,premium,67.71,2023-11-03,True,0.2,35-44,northeast,BRK,3,0.32
CUST_000225,casual,premium,20.43,2023-02-15,True,0.1,45-54,midwest,CHI,17,0.34
CUST_000226,avid,family,118.82,2021-02-23,True,0.0,25-34,west,LAC,2,0.28
CUST_000227,casual,premium,16.88,2022-01-22,True,0.1,25-34,southeast,ORL,7,0.24
CUST_000228,super_fan,premium,136.16,2025-06-16,False,0.0,35-44,midwest,IND,8,0.81
CUST_000229,avid,premium,81.26,2021-02-24,True,0.0,45-54,northeast,PHI,16,0.68
CUST_000230,avid,premium,38.78,2022-09-08,True,0.0,18-24,west,DEN,2,0.64
CUST_000231,regular,vip,48.05,2022-08-31,True,0.1,45-54,midwest,CLE,21,0.63
CUST_000232,avid,premium,147.33,2024-10-15,True,0.0,35-44,west,BOS,10,0.76
CUST_000233,avid,family,68.81,2021-01-05,True,0.0,55-64,southeast,LAL,7,0.64
CUST_000234,avid,family,90.45,2022-12-15,True,0.0,25-34,west,WAS,5,0.32
CUST_000235,avid,family,145.58,2025-03-27,True,0.1,35-44,west,DEN,10,0.64
CUST_000236,regular,premium,43.74,2021-11-07,True,0.0,65+,midwest,MIL,4,0.66
CUST_000237,avid,family,98.12,2024-06-24,True,0.2,45-54,southeast,MIA,4,0.4
CUST_000238,regular,basic,43.01,2025-06-25,True,0.1,45-54,west,IND,17,0.59
CUST_000239,casual,basic,36.78,2023-06-08,True,0.2,45-54,northeast,PHI,8,0.34
CUST_000240,regular,vip,96.94,2022-12-19,True,0.3,35-44,northeast,BRK,12,0.28
CUST_000241,regular,basic,82.99,2023-12-01,True,0.0,35-44,southwest,NYK,9,0.56
CUST_000242,super_fan,vip,239.7,2024-02-07,True,0.1,35-44,southeast,MIA,7,0.47
CUST_000243,avid,premium,106.52,2022-07-07,True,0.1,35-44,southwest,HOU,8,0.48
CUST_000244,casual,premium,23.81,2023-09-21,False,0.0,55-64,midwest,DET,6,0.3
CUST_000245,regular,basic,56.51,2022-11-12,True,0.0,35-44,northeast,BOS,4,0.66
CUST_000246,casual,basic,20.33,2023-04-24,True,0.1,25-34,southeast,MIA,8,0.2
CUST_000247,avid,premium,65.57,2024-04-23,True,0.3,35-44,southeast,ATL,5,0.48
CUST_000248,regular,premium,39.5,2022-12-27,True,0.1,18-24,midwest,LAL,21,0.56
CUST_000249,avid,premium,130.45,2023-06-14,True,0.1,45-54,northeast,BOS,6,0.76
CUST_000250,regular,basic,54.26,2022-08-05,True,0.3,45-54,west,LAC,26,0.24
CUST_000251,avid,premium,78.43,2023-05-14,True,0.0,45-54,midwest,BOS,7,0.76
CUST_000252,avid,premium,76.85,2023-09-27,True,0.2,45-54,midwest,LAL,11,0.64
CUST_000253,casual,basic,19.41,2023-11-12,True,0.2,18-24,west,LAL,13,0.32
CUST_000254,avid,premium,47.51,2025-05-08,True,0.0,55-64,northeast,PHI,2,0.68
CUST_000255,casual,basic,19.51,2025-02-21,False,0.0,45-54,southeast,MIA,7,0.2
CUST_000256,regular,premium,71.57,2022-02-08,True,0.0,45-54,midwest,DET,5,0.52
CUST_000257,super_fan,vip,137.94,2022-11-12,True,0.0,18-24,midwest,MIN,1,0.71
CUST_000258,casual,basic,34.55,2021-06-03,True,0.0,25-34,midwest,IND,3,0.34
CUST_000259,super_fan,premium,197.96,2024-08-25,True,0.1,25-34,northeast,PHI,14,0.81
CUST_000260,regular,basic,33.32,2021-09-23,True,0.0,25-34,southeast,WAS,2,0.28
CUST_000261,casual,basic,19.9,2023-12-28,False,0.1,45-54,midwest,MIL,14,0.38
CUST_000262,casual,premium,43.28,2022-01-02,True,0.0,45-54,midwest,MIA,21,0.2
CUST_000263,casual,premium,28.62,2021-02-08,True,0.2,35-44,midwest,CLE,4,0.36
CUST_000264,casual,basic,15.71,2025-03-07,False,0.2,18-24,midwest,HOU,4,0.24
CUST_000265,super_fan,premium,267.67,2022-11-22,True,0.0,35-44,southeast,ATL,12,0.57
CUST_000266,avid,premium,95.11,2021-12-29,True,0.2,55-64,west,LAC,5,0.28
CUST_000267,regular,premium,26.99,2024-05-22,True,0.0,18-24,southwest,MEM,14,0.59
CUST_000268,avid,premium,91.23,2022-12-15,False,0.1,35-44,midwest,MIN,8,0.6
CUST_000269,avid,premium,100.24,2025-04-08,True,0.1,35-44,southwest,NOP,5,0.56
CUST_000270,avid,premium,108.24,2023-10-27,True,0.1,35-44,southeast,ATL,12,0.48
CUST_000271,avid,basic,71.21,2024-06-16,True,0.0,45-54,southwest,POR,3,0.76
CUST_000272,casual,basic,17.93,2022-02-20,False,0.0,18-24,southwest,LAL,14,0.32
CUST_000273,casual,basic,23.85,2024-02-25,True,0.0,25-34,midwest,MIN,9,0.3
CUST_000274,regular,basic,75.01,2025-03-03,True,0.1,35-44,midwest,CLE,11,0.63
CUST_000275,super_fan,vip,98.8,2021-11-01,True,0.0,45-54,midwest,GSW,16,0.62
CUST_000276,regular,premium,51.27,2024-01-22,True,0.2,55-64,southeast,ORL,10,0.42
CUST_000277,casual,basic,32.09,2021-05-19,True,0.0,45-54,midwest,CLE,6,0.36
CUST_000278,super_fan,vip,138.94,2022-06-16,False,0.0,18-24,midwest,CLE,15,0.85
CUST_000279,casual,basic,31.81,2024-02-20,True,0.3,25-34,southeast,ORL,17,0.24
CUST_000280,casual,basic,54.59,2021-09-07,True,0.1,35-44,northeast,PHI,5,0.34
CUST_000281,regular,premium,52.25,2024-07-12,True,0.0,45-54,northeast,PHI,5,0.59
CUST_000282,regular,basic,82.3,2024-07-16,True,0.0,45-54,west,POR,4,0.66
CUST_000283,casual,basic,32.25,2022-05-29,True,0.0,35-44,west,HOU,12,0.24
CUST_000284,regular,vip,72.23,2025-07-04,True,0.1,35-44,midwest,CHI,7,0.59
CUST_000285,regular,premium,89.22,2021-06-10,True,0.0,45-54,southwest,MIA,6,0.35
CUST_000286,casual,premium,27.76,2021-03-18,False,0.2,45-54,southeast,DEN,11,0.32
CUST_000287,regular,vip,57.04,2021-12-31,True,0.1,18-24,northeast,BOS,3,0.66
CUST_000288,avid,family,54.52,2021-06-15,True,0.3,45-54,southeast,ORL,2,0.48
CUST_000289,casual,basic,22.6,2021-05-18,True,0.0,18-24,midwest,DET,20,0.3
CUST_000290,casual,basic,38.33,2024-08-31,True,0.0,35-44,midwest,GSW,14,0.26
CUST_000291,avid,premium,134.04,2025-05-10,True,0.0,35-44,west,UTA,9,0.76
